ID,Name,lon,lat
2F5,Lamesa,-101.91666666666667,32.75
LUV,Lamesa,-101.91666666666667,32.75
LZZ,Lampasas,-98.2,31.1
LNC,Lancaster,-96.72,32.58
LRD,Laredo,-99.47,27.55
DLF,Laughlin Afb,-100.77,29.37
DFX,Laughlin Afb/88D,-100.28,29.27
T70,Spofford,-100.47,29.12
AQO,Llano,-98.67,30.78
GGG,Longview,-94.72,32.38
LBB,Lubbock,-101.82,33.67
LUB,Lubbock/Wfo,-101.82,33.65
LFK,Lufkin,-94.75,31.23
MRF,Marfa,-104.02,30.37
ASL,Marshall,-94.3,32.52
TTT,Maverick (Dfw),-97.03,32.86
5T9,Eagle Pass,-100.51666666666667,28.85
PWG,Mc Gregor,-97.32,31.47
MFE,Mcallen,-98.25,26.18
TKI,Mckinney,-96.58,33.18
NMT,Mcmullen Target,-98.73333333333333,28.25
HQZ,Mesquite,-96.53,32.75
LXY,Mexia Limestone,-96.52,31.63
MAF,Midland,-102.2,31.95
MDD,Midland Airpark,-102.1,32.03
JWY,Midlothian/Wax,-96.92,32.45
JDD,Mineola/Quitman,-95.5,32.75
MWL,Mineral Wells,-98.07,32.78
OSA,Mount Pleasant,-94.97,33.1
OCH,Nacogdoches,-94.72,31.57
BAZ,New Braunfels,-98.05,29.72
EWX,New Braunfel 88D,-98.03,29.7
ODO,Odessa,-102.4,31.92
NOG,Orange Grove,-98.05,27.9
ORG,Orange,-93.8,30.07
OZA,Ozona,-101.2,30.73
PSX,Palacios,-96.25,28.72
PSN,Palestine Muni,-95.7,31.78
PPA,Pampa,-101.0,35.61
BPC,Pampa M Vista R,-101.03,35.88
PRX,Paris/Cox Field,-95.45,33.61
PEQ,Pecos City,-103.52,31.38
PYX,Perryton,-100.75,36.42
25T,Phillips Oil,-94.68,26.93
PVW,Plainview,-101.72,34.17
PEZ,Pleasanton Muni,-98.52,28.95
RAS,Port Aransas,-97.08,27.82
PIL,Port Isabel,-97.33,26.17
PKV,Port Lavaca,-96.68,28.65
PRS,Presidio/Lely In,-104.35,29.63
RND,Randolph Afb,-98.27,29.52
6P9,Ranger,-98.6,32.43333333333333
REE,Reese Afb/Lubboc,-102.03,33.6
RBO,Robstown/Nueces,-97.68,27.78
RKP,Rockport,-97.05,28.08
ECU,Rocksprings,-100.17,29.95
F46,Rockwall,-96.43,32.93
RPE,Sabine Pass,-93.95,29.68
SJT,San Angelo,-100.5,31.37
SSF,S Antonio/Stinsn,-98.47,29.33
SAT,San Antonio,-98.47,29.53
5C1,S Antonio-Boerne,-98.7,29.72
HYI,San Marcos,-97.87,29.88
T98,San Marcos,-97.87,29.88
P07,Sanderson (Ramos,-102.42,30.17
GNC,Seminole,-102.65,32.68
DYX,Shackelford/Dyes,-99.25,32.53
GYI,Sherman/Denison,-96.67,33.72
SNK,Snyder/Winston,-100.95,32.7
SOA,Sonora,-100.65,30.58
SPL,South Padre Is,-97.15,26.07
SEP,Stephenville,-98.17,32.22
SLR,Sulphur Springs,-95.62,33.17
SWW,Sweetwater,-100.47,32.47
TPL,Temple/Miller,-97.4,31.13
TRL,Terrell,-96.27,32.72
TXO,Texico (Vor),-102.83,34.5
TYR,Tyler,-95.4,32.36
F05,Vernon Wilbarger,-99.28,34.22
VCT,Victoria,-96.93,28.87
ACT,Waco,-97.23,31.62
CNW,Waco/Tsti,-97.07,31.63
ARM,Wharton,-96.15,29.25
SPS,Wichita Fall,-98.5,33.97
INK,Wink,-103.2,31.78
T65,Weslaco Midvally,-97.97,26.18
TXW,Weslaco Midvally,-97.96666666666667,26.183333333333334
APY,Zapata,-99.25,26.97
BBF,Brazos 133B Oilp,-96.02,27.83
GVX,Galveston424 Oil,-94.98,28.58
HQI,H Island376 Oilp,-93.67,27.93
BQX,Brazos 451 Oilp,-95.72,28.5
MIU,Mustang Is31 Oil,-96.73,27.28
MZG,Mustang A85A Oil,-96.18,27.73
CRH,W Cameron 368A,-93.3,28.92
VAF,E Breaks Boomvng,-94.63,27.35
HHV,Alaminos Canyon,-94.68,26.93
F54,Arlington,-97.1,32.67
BSM,Austin/Bergstrom,-97.68,30.18
3R1,Bay City,-95.87,28.97
NIR,Beeville,-97.67,28.37
BGS,Big Spring,-101.52,32.22
1F9,Bridgeport,-97.83,33.18
T27,Burnet Municipal,-98.22,30.73
CRM,Carmen,-98.62,36.6
AWN,Carswell,-97.43,32.78
T89,Castroville Muni,-98.85,29.35
7F6,Clarksville,-95.07,33.6
F18,Cleburne,-97.43,32.35
7F9,Comanche,-98.6,31.92
T56,Crockett,-95.4,31.3
5R0,East Addition,-93.75,28.22
25R,Edinburg,-98.13,26.45
FWH,Ft Worth/Nas,-97.43,32.78
6T5,Freeport,-95.32,28.98
05F,Gatesville,-97.8,31.42
T04,Georgetown,-97.67,30.67
62H,Giddings-Lee,-96.98,30.17
4F4,Gilmer Muni,-94.95,32.7
F55,Granbury Muni,-97.82,32.45
T72,Hearne Muni,-96.62,30.87
F12,Henderson Rusk C,-94.85,32.15
5T5,Hillsboro Muni,-97.1,32.08
T02,Houston,-95.25,29.52
T47,Kickapoo,-98.48,33.85
5R3,Lago Vista,-97.97,30.5
6R9,Llano,-98.67,30.78
F60,Mc Gregor,-97.32,31.47
3T1,Mineola/Quitman,-95.5,32.75
3R5,New Braunfels,-98.05,29.72
E02,Odessa,-102.4,31.92
2R8,Port Aransas,-97.08,27.82
T31,Port Isabel,-97.33,26.17
T97,Port Lavaca,-96.68,28.65
T05,Port Mansfield,-97.43,26.57
T77,Presidio/Lely In,-104.35,29.63
T53,Robstown Nueces,-97.68,27.78
28T,Sabine Pass,-93.95,29.7
31F,Seminole,-102.65,32.68
2F1,Shamrock,-100.25,35.2
SHP,Sheppard Afb,-98.47,33.97
F39,Sherman/Denison,-96.67,33.72
E29,Sonora,-100.65,30.58
T46,South Brazos,-95.87,28.02
JSL,Jack/St Malo,-91.23333333333333,26.25
5R5,Wharton,-96.15,29.25
T86,Zapata,-99.25,26.97
EMK,E Breaks 165,-94.32,27.82
GUL,Gunnison 668,-93.53,27.3
OPM,N Padre 975,-96.93,26.83
SLC,Salt Lake City,-111.97,40.77
4BL,Blanding,-109.47,37.61
BDG,Blanding,-109.48,37.58
BVL,Bonneville,-113.75,40.72
BMC,Brigham City,-112.07,41.55
BCE,Bryce Canyon,-112.15,37.7
CDC,Cedar City,-113.1,37.7
ICX,Cedar City/88D,-112.87,37.58
U24,Delta,-112.58,39.33
DTA,Delta,-112.5,39.29
DPG,Dugway Prvg Grou,-112.92,40.2
U16,Eagle Range,-113.07,41.05
MTX,Elder County/Slc,-112.45,41.27
U28,Green River Rang,-110.17,39.0
4HV,Hanksville,-110.72,38.36
HVE,Hanksville,-110.7,38.42
36U,Heber/Russ Mcdon,-111.43,40.47
HCR,Heber/Russ Mcdon,-111.43333333333334,40.483333333333334
HIF,Hill Afb/Ogden,-111.97,41.12
LGU,Logan,-111.85,41.78
MLF,Milford,-113.02,38.42
CNY,Moab,-109.75,38.77
MTU,Myton,-110.12,40.13
OGD,Ogden,-112.02,41.2
PUC,Price,-110.75,39.61
PVU,Provo Muni,-111.72,40.22
U67,Roosevelt,-109.97,40.28
74V,Roosevelt,-110.05,40.28
SGU,Saint George,-113.52,37.07
DXZ,Saint George,-113.6,37.08
U42,Salt Lake Muni,-111.98,40.61
ZLC,Salt Lake/Artcc,-111.95,40.77
T62,Tooele,-112.28,40.32
TVY,Tooele,-112.35,40.62
VEL,Vernal,-109.52,40.45
ENV,Wendover (Aut),-114.02,40.72
U17,Bullfrog(Awrs),-110.7,37.5
7LI,Joseph,-112.2,38.63
ROA,Roanoke,-79.97,37.32
VJI,Abingdon,-82.02,36.67
BCB,Blacksburg/Va T.,-80.42,37.22
BKT,Blackstone,-77.95,37.07
VBW,Bridgewater,-78.96666666666667,38.36666666666667
0V4,Brookneal,-79.02,37.15
7W4,Bumpass,-77.75,37.97
CSN,Cassanova Vor,-77.87,38.63
CHO,Charlottesville,-78.45,38.13
CXE,Chase City,-78.5,36.78
CPK,Chesapeake,-76.31,36.67
W63,Clarksville,-78.57,36.6
W81,Crewe,-78.1,37.18
CJR,Culpeper,-77.87,38.53
DAN,Danville,-79.33,36.57
PSK,Dublin/New Riv,-80.67,37.11
EMV,Emporia,-77.48,36.68
FVX,Farmville,-78.42,37.35
NFE,Fentress Naval,-76.13,36.7
DAA,Fort Belvoir/Dav,-77.17,38.72
FKN,Franklin/J B Ros,-76.9,36.7
EZF,Fredericksb/Shan,-77.45,38.27
FRR,Front Royal,-78.25,38.92
FAF,Ft Eustis/Felker,-76.62,37.11
GVE,Gordonsville,-78.16666666666667,38.15
HLX,Hillsville/Galax,-80.81,36.77
HSP,Hot Springs/Inga,-79.81,37.95
0VG,Jonesville,-83.22,36.65
W31,Kenbridge,-78.18,36.97
LFI,Langley Afb/Hamp,-76.37,37.07
LVL,Lawrenceville,-77.8,36.77
JYO,Leesburg/Godfrey,-77.56,39.07
LKU,Louisa,-77.97,38.02
LUA,Luray,-78.5,38.67
LYH,Lynchburg,-79.2,37.32
HEF,Manassas Muni,-77.52,38.72
MKJ,Marion / Wythevi,-81.33,36.88
MTV,Martinsville,-80.02,36.63
MFV,Melfa/Accomack,-75.77,37.63
8W2,New Market,-78.72,38.65
PHF,Newport News,-76.5,37.13
NGU,Norfolk Nas/Cham,-76.27,36.92
ORF,Norfolk,-76.2,36.9
AKQ,Norfolk/Wakefld,-77.0,36.97
PVG,Norfolk/Hampton,-76.45,36.78
NTU,Oceana Nas/Souce,-76.02,36.82
OMH,Orange,-78.05,38.25
PTB,Petersburg,-77.52,37.17
NYG,Quantico Mcaf,-77.28,38.5
W96,Quinton,-77.13,37.5
OFP,Richmond/Hanover,-77.43,37.7
FCI,Richmond/Chester,-77.52,37.4
RIC,Richmond,-77.31,37.52
RNK,Roanoke/Blacksbg,-80.4,37.2
FCX,Roanoke/Floyd Cy,-80.27,37.02
W75,Saluda,-76.45,37.6
W78,South Boston,-78.85,36.72
AVC,South Hill/Meckl,-78.03,36.68
RMN,Stafford Regnl,-77.45,38.4
SHD,Staunton/Shenand,-78.9,38.27
LWX,Sterling,-77.48,38.97
SFQ,Suffolk,-76.59,36.68
JFZ,Richlands,-81.8,37.07
TGI,Tangier,-76.0,37.833333333333336
XSA,Tappahannock,-76.9,37.86
WAL,Wallops Island,-75.47,37.93
HWY,Warrenton,-77.72,38.58
IAD,Wash Dc/Dulles,-77.45,38.93
W13,Waynesboro,-78.95,38.08
FYJ,West Point,-76.77,37.52
JGG,Williamsburg,-76.72,37.22
OKV,Winchester Rgnl,-78.15,39.13
LNP,Wise/Lonesome Pi,-82.52,36.97
W45,Luray,-78.5,38.67
6V3,Richlands,-81.8,37.07
VQN,Volens,-78.98,36.95
W66,Warrenton,-77.72,38.58
W94,Williamsburg,-76.63,37.29
DDH,Bennington,-73.25,42.9
BTV,Burlington,-73.15,44.47
CXX,Colchester/88D,-73.17,44.52
FSO,Highgate,-73.09,44.93
CDA,Lyndonville,-72.02,44.57
6B0,Middlebury,-73.09,43.98
MVL,Morrisville,-72.62,44.53
MPV,Montpelier/Barre,-72.56,44.2
EFK,Newport State,-72.23,44.88
RUT,Rutland State,-72.95,43.52
VSF,Springfield,-72.52,43.35
1V4,St. Johnsbury,-72.02,44.42
8B3,Ball Mountain,-72.8,43.12
5B5,Bennington,-73.25,42.88
VT1,Canaan,-71.5,44.98
JAY,Jay Peak,-72.53,44.93
6B8,Lyndonville,-72.02,44.57
POW,Pownal,-73.22,42.78
SOL,South Lincoln,-72.97,44.07
VT2,West Burke,-71.98,44.65
WDO,West Dover,-72.84,42.93
MNW,Wilmington,-72.12,42.87
AWO,Arlington Muni,-122.17,48.17
BLI,Bellingham,-122.53,48.8
HUH,Whatcom (Bli),-122.58,48.95
PWT,Bremerton Ntnl,-122.75,47.5
BVS,Burlington/Mt V,-122.42,48.47
CLS,Chehalis Central,-122.98,46.68
CQV,Colville Municip,-117.87,48.53
DEW,Deer Park,-117.43,47.97
ORS,Eastsound/Orcas,-122.92,48.7
ELN,Ellensburg,-120.53,47.03
EPH,Ephrata,-119.52,47.3
PAE,Everett,-122.28,47.92
SKA,Fairchild Afb,-117.65,47.62
GRF,Fort Lewis/Gray,-122.57,47.07
FHR,Friday Harbor,-123.03,48.52
LGX,Grays Harbor,-124.1,47.12
HMS,Hanford,-119.58,46.57
HQM,Hoquiam,-123.93,46.97
KLS,Kelso Longveiw,-122.9,46.12
S52,Winthrop,-120.15,48.43333333333333
MWH,Moses Lake,-119.32,47.2
OKH,Oak Harbor Airpa,-122.67,48.25
OLM,Olympia,-122.9,46.97
OMK,Omak,-119.52,48.47
PSC,Pasco,-119.12,46.27
CLM,Port Angeles,-123.5,48.12
NOW,Port Angeles Cg,-123.42,48.13
0S9,Port Townsend,-122.82,48.05
PUW,Pullman/Moscow,-117.12,46.75
PLU,Puyallup/Thun,-122.28,47.1
UIL,Quillayute,-124.55,47.93
RLD,Richland,-119.3,46.3
RNT,Renton,-122.22,47.5
BFI,Seattle/Boeing,-122.32,47.55
SEA,Seattle/Metro,-122.32,47.45
SEW,Seattle/Wfo,-122.3,47.45
ZSE,Seattle/Artcc,-122.18,47.28
ATX,Seattle/Camano I,-122.5,48.2
SHN,Shelton,-123.13,47.23
OTX,Spokane,-117.63,47.68
SFF,Spokane/Felts,-117.32,47.68
GEG,Spokane/Metro,-117.53,47.62
SMP,Stampede Pass,-121.33,47.28
1S5,Sunnyside,-119.97,46.33
TIW,Tacoma,-122.58,47.27
TCM,Tacoma/Mc Chord,-122.47,47.12
TOU,Tatoosh/Vor,-124.63,48.3
TDO,Toledo Winlock M,-122.78,46.47
VUO,Vancouver,-122.65,45.62
ALW,Walla Walla,-118.28,46.1
EAT,Wenatchee,-120.2,47.4
NUW,Whidbey Is. Nas,-122.65,48.35
YKM,Yakima,-120.53,46.57
1QW,Yakima/Range 13,-120.16666666666667,46.8
75S,Burlington/Mt V,-122.42,48.47
63S,Colville,-117.87,48.53
07S,Deer Park,-117.43,47.97
76S,Oak Harbor Airpa,-122.67,48.25
60S,Pearson/Vancouvr,-122.65,45.62
1YT,Yagabond Aaf,-120.45,46.67
AIG,Antigo/Langlade,-89.12,45.15
ATW,Appleton/Outagam,-88.52,44.27
GRB,Ashwaubenon,-88.13,44.48
ASX,Ashland,-90.92,46.55
BCK,Black River Fall,-90.85,44.25
OVS,Boscobel,-90.68,43.15
BUU,Burlington,-88.3,42.68
Y23,Chetek,-91.63,45.3
CLI,Clintonville,-88.73,44.62
UBE,Cumberland,-91.98,45.5
DLL,Dells/Baraboo,-89.77,43.52
EGV,Eagle River,-89.27,45.93
57C,East Troy,-88.36666666666666,42.8
EAU,Eau Claire,-91.47,44.87
3D2,Ephraim,-87.18,45.13
FLD,Fond Du Lac,-88.48,43.77
HYR,Hayward,-91.45,46.02
JVL,Janesville/Rock,-89.05,42.62
UNU,Juneau,-88.7,43.42
ENW,Kenosha,-87.93,42.6
LSE,La Crosse,-91.25,43.88
ARX,La Crosse/88D,-91.18,43.82
4R5,La Pointe,-90.76666666666667,46.78333333333333
RCX,Ladysmith/Rusk,-91.0,45.5
LNL,Land O Lakes,-89.22,46.15
LNR,Lone Rock,-90.18,43.22
MSN,Madison,-89.35,43.13
MTW,Manitowac Muni,-87.67,44.12
D25,Manitowish Water,-89.88,46.12
MFI,Marshfield,-90.18,44.63
82C,New Libson,-90.13,43.83
MDZ,Medford,-90.3,45.1
LUM,Menomonie Muni,-91.87,44.9
RRL,Merrill,-89.72,45.2
C29,Middleton,-89.53,43.12
MKE,Milwaukee,-87.9,42.95
MKX,Milwaukee/Dousmn,-88.55,42.97
MWC,Milwaukee/Lawren,-88.03,43.12
BAE,Milwaukee Vor,-88.28,43.12
MRJ,Mineral Point,-90.23,42.88
ARV,Minocqua/Woodruf,-89.72,45.92
EFT,Monroe,-89.6,42.62
CWA,Mosinee/Central,-89.67,44.78
RNH,New Richmond Mun,-92.53,45.15
OCQ,Oconto,-87.92,44.87
OEO,Osceola,-92.7,45.32
OSH,Oshkosh,-88.55,43.97
PBH,Phillips/Price,-90.4,45.7
PVB,Platteville,-90.43,42.68
PDC,Prairie Du Chien,-91.12,43.02
RAC,Racine,-87.82,42.77
C35,Reedsburg,-89.98,43.53
RHI,Rhinelander,-89.48,45.63
RPD,Rice Lake,-91.77,45.42
OLG,Solon Springs,-91.82,46.32
EZS,Shawano Muni,-88.57,44.78
SBM,Sheboygan,-87.85,43.78
RZN,Siren,-92.37,45.82
CMY,Sparta/Mccoy Aaf,-90.73,43.97
STE,Stevens Point,-89.53,44.55
SUE,Sturgeon Bay,-87.42,44.85
SUW,Superior,-92.1,46.68
TKV,Tomahawk Regnl,-89.82,45.47
Y51,Viroqua Muni,-90.9,43.58
VOK,Volk/Camp Dougla,-90.27,43.92
2P2,Washington Isl,-86.92,45.38
RYV,Watertown,-88.72,43.17
UES,Waukesha Cnty,-88.25,43.05
PCZ,Waupaca,-89.02,44.33
AUW,Wausau,-89.62,44.93
Y50,Wautoma,-89.3,44.03
ETB,West Bend,-88.13,43.42
ISW,Wisconsin Rapids,-89.83,44.37
C85,Baraboo,-89.77,43.53
C52,Burlington,-88.3,42.68
W11,Menomonie Muni,-91.87,44.9
EEW,Neenah,-88.55,44.22
PKF,Park Falls,-90.45,45.93
RIE,Rice Lake,-91.72,45.48
3WO,Shawano Muni,-88.57,44.78
T08,Tomahawk Regnl,-89.8,45.47
BKW,Beckley,-81.12,37.79
BLF,Bluefield,-81.2,37.29
W22,Buckhannon,-80.27,39.0
CRW,Charleston,-81.58,38.38
CKB,Clarksburg,-80.22,39.29
EKN,Elkins,-79.84,38.88
HNN,Henderson,-82.02,38.75
HTS,Huntington,-82.55,38.36
LWB,Lewisburg/Greenb,-80.4,37.86
6L4,Logan,-81.92,37.85
MRB,Martinsburg,-77.98,39.4
MGW,Morgantown,-79.92,39.65
PKB,Parkersburg,-81.42,39.35
3I2,Pt Pleasant,-82.1,38.92
W99,Petersburg,-79.15,39.0
I16,Pineville,-81.56,37.6
RLX,Ruthdale/Charles,-81.72,38.32
48I,Sutton/Braxton,-80.65,38.68
HLG,Wheeling,-80.65,40.17
SSU,White Sulphur Sp,-80.31,37.77
AFO,Afton,-110.95,42.72
46U,Alpine,-111.03,43.18
BPI,Big Piney,-110.1,42.58
BOY,Boysen (Vor),-108.3,43.47
TBX,Boysen/Thermopol,-108.23,43.47
BYG,Buffalo,-106.72,44.38
CPR,Casper,-106.47,42.9
DDY,Casper(Vor),-106.28,43.08
CYS,Cheyenne,-104.8,41.15
FEW,Warren Air Base,-104.87,41.13
COD,Cody,-109.02,44.52
U68,Cowley,-108.45,44.92
CZI,Crazy Woman/Vor,-106.43,44.0
DWX,Dixon,-107.5,41.03
DGW,Douglas,-105.38,42.8
DUB,Dubois Muni,-109.52,43.55
EHY,Elk Mountain,-106.47,41.73
EVW,Evanston,-111.03,41.27
FBR,Fort Bridger,-110.35,41.4
GCC,Gillette,-105.55,44.33
GEY,Greybull,-108.08,44.52
GUR,Guernsey,-104.73,42.27
W43,Hulett Muni,-104.57,44.67
JAC,Jackson,-110.73,43.62
EMM,Kemmerer,-110.55,41.82
LND,Lander,-108.73,42.82
LAR,Laramie,-105.67,41.32
AJL,Lava Mountain,-110.03,43.67
LSK,Lusk,-104.4,42.75
ECS,Newcastle Mondel,-104.32,43.88
PNA,Pinedale R Wenz,-109.8,42.8
82V,Pine Bluffs Muni,-104.13,41.15
POY,Powell,-108.8,44.87
RWL,Rawlins Municipa,-107.2,41.78
RIW,Riverton,-108.47,43.07
RKS,Rock Springs,-109.07,41.6
OCS,Rock Spngs(Vor),-109.02,41.58
SAA,Saratoga,-106.83,41.45
SHR,Sheridan,-106.97,44.77
FWZ,South Pass,-108.78,42.52
HSG,Thermopolis/Hot,-108.38,43.72
JPD,Ten Sleep,-107.17,44.15
TOR,Torrington,-104.15,42.07
EAN,Wheatland,104.93333333333334,42.05
WRL,Worland,-107.95,43.97
P60,Yellowstone Lake,-110.42,44.55
4DG,Douglas,-105.38,42.75
81V,Moorcroft,-104.95,44.27
BRX,Bordeaux,-104.95,41.95
CTD,Continental Div,-107.78,41.72
VDW,Vedauwoo,-105.4,41.15
PUM,Pumpkin Vine,-105.47,41.05
ARL,Arlington,-106.22,41.6
BIT,Bittercreek,-108.58,41.65
CMS,Cemetery Separa,-109.47,41.53
FIR,First Divide,-110.77,41.3
IDV,I-25 Divide,-106.65,43.93
TMH,20 Mile Hill,-106.33,43.12
DHS,Dead Horse,-106.1,44.22
IKA,Inyan Kara,-104.63,44.3
BFU,Belle Fourche,-105.45,43.93
WTR,Whitaker,-104.87,41.42
PAT,Pathfinder Hill,-106.85,42.57
BVR,Beaver Rim,-108.28,42.58
SIB,Sibley Peak,-105.03,42.45
PIN,Piney Creek,-106.82,44.57
HLD,Hiland,-107.32,43.1
DRC,Deer Creek,-105.87,42.83
SKL,Skyline,-106.57,41.12
RIM,Rim / Pinedale,-110.32,43.1
SGE,Sage / Junction,-110.5,41.78
GUN,Gunbarrel,-104.35,41.43
CHJ,Chief Joseph,-109.37,44.75
SHC,Shute Creek,-109.97,41.93
MMM,Mammoth/Yellowst,-110.7,44.98
TOW,Tower Falls,-110.38,44.9
MTR,Meeteetse Rim,-108.87,44.27
1AW,Alpha,-104.26666666666667,41.333333333333336
WBC,Nws Hdqtrs,-76.93,38.85
DCA,Washington/Natl,-77.03,38.85
ZDC,Washington/Artcc,-77.55,39.1
STT,Charlotte Amalie,-64.98,18.32
QGX,Al Dhafra,54.53,24.25
QSA,Bagram,69.28,34.95
QCL,Fob Clark,69.73,33.35
QXT,Fob Dwyer,64.08,31.1
QFG,Fob Gamberi,70.35,34.61666666666667
QSN,Fob Shank,69.06,33.93
QL5,Jalalabad,70.47,34.42
QSF,Kabul Soccer Fld,69.18,34.53
QHN,Kandahar,65.84,31.5
QBF,Ouagadougou,-1.52,12.35
QQY,Apiay Tmq53,-73.55,4.07
QRH,Camp Lemonier,43.17,11.55
GUA,Hagatna/88D,144.81666666666666,13.45
QAT,Al Haabaniyah,43.6,33.333333333333336
QTZ,Baghdad     Orbi,44.23,33.25
QHU,Balad Ab,44.36666666666667,33.93333333333333
QTI,Tall Afar   Ortf,42.4,36.27
QXY,H5 Airfield,37.15,32.166666666666664
QNA,Atsugi,139.75,35.75
QDG,Draughon Range,141.38,40.7
QVF,Manda Bay,40.9,-2.15
QEJ,Bangsan Rws,128.03,38.11
QFX,Buron,127.75,37.2
QFQ,Camp_Red_Cloud,127.03,37.75
QEN,Daegwallyeong Rw,128.77,37.68
QES,Daesan Rws,126.8,37.02
QEL,Gapyong,127.52,38.86
QEY,Geumsan Rws,127.48,36.11
QER,Gimwa Rws,127.42,38.25
QEV,Gongju Rws,127.2,36.5
QEX,Gumi Rws,128.37,36.11
QEI,Sinnam Rws,128.08,37.97
QFU,Gwangjeok,126.98,37.82
QFB,Miryang,128.72,35.65
QEQ,Munsan Rws,126.77,37.88
QFV,Sachang,127.52,38.07
QEW,Sangju Rws,128.15,36.42
QFT,Yangsu-Ri,127.35,37.6
QAY,Camp Arifjan,48.18,28.9
AIV,Aliceville,-88.2,33.1
12J,Brewton,-87.06666666666666,31.05
PYP,Centre,-85.61666666666666,34.083333333333336
11A,Clayton,-85.48333333333333,31.883333333333333
5R4,Foley,-87.7,30.433333333333334
NBJ,Foley/Barin,-87.63333333333334,30.383333333333333
HAB,Hamilton,-88.0,34.11666666666667
HUN,Huntsville/Wfo,-86.76666666666667,34.65
MVC,Monroeville,-87.35,31.45
NQB,Robertsdale,-87.81666666666666,30.566666666666666
NFD,Summerdale,-87.65,30.5
CVK,Ash Flat,-91.56666666666666,36.266666666666666
BYV,Berryville,-93.56666666666666,36.35
DRP,Colt,-90.83333333333333,35.11666666666667
CWS,Conway,-92.43333333333334,35.083333333333336
CRT,Crossett,-91.88333333333334,33.18333333333333
FCY,Forrest City,-90.78333333333333,34.95
AZU,Fort Chaffee,-94.23333333333333,35.28333333333333
HBZ,Heber Springs,-92.01666666666667,35.516666666666666
AGO,Magnolia,-93.21666666666667,33.233333333333334
MXA,Manila,-90.15,35.9
BDQ,Morrilton,-92.71666666666667,35.13333333333333
MPJ,Morrilton/Jean,-92.91666666666667,35.13333333333333
ORK,North Little Roc,-92.25,34.833333333333336
RBM,North Little Roc,-92.3,34.85
PGR,Paragould,-90.51666666666667,36.06666666666667
HEE,West Helena,-90.68333333333334,34.583333333333336
P01,Ajo,-112.86666666666666,32.45
E95,Benson,-110.35,32.0
A20,Bullhead City/Va,-114.56666666666666,35.0
CFT,Clifton/Morenci,-109.21666666666667,32.95
P52,Cottonwood,-112.03333333333333,34.733333333333334
DGL,Douglas Muni,-109.5,31.35
GAX,Gila Bend/Aux 6,-112.81666666666666,32.88333333333333
P13,Globe,-110.66666666666667,33.35
P14,Holbrook,-110.13333333333334,34.93333333333333
0V7,Kayenta,-110.23333333333333,36.71666666666667
MZJ,Marana/Pinal,-111.33333333333333,32.516666666666666
L41,Marble Canyon,-111.65,36.81666666666667
P20,Parker,-114.26666666666667,34.15
1G4,Peach Springs,-113.81666666666666,35.983333333333334
PCA,Picacho,-111.48333333333333,32.666666666666664
E77,San Manuel,-110.65,32.63333333333333
TYL,Taylor,-110.11666666666666,34.45
E24,Whiteriver,-109.98333333333333,33.81666666666667
E25,Wickenburg,-112.8,33.96666666666667
P33,Wilcox,-109.9,32.25
1Y8,Yuma Proving Gro,-114.03333333333333,32.86666666666667
1Y9,Yuma Proving Gro,-113.8,32.916666666666664
BNG,Banning,-116.85,33.916666666666664
O02,Beckwourth,-120.35,39.81666666666667
BWC,Brawley,-115.51666666666667,33.0
L71,California City,-118.01666666666667,35.15
CLR,Calipartia,-115.51666666666667,33.13333333333333
O05,Chester,-121.23333333333333,40.28333333333333
C80,Coalinga,-120.3,36.166666666666664
CPM,Compton,-118.25,33.88333333333333
CRO,Corcoran,-119.6,36.1
DWA,Davis/Woodland/W,-121.85,38.583333333333336
L06,Death Valley Nat,-116.88333333333334,36.46666666666667
O89,Fall River Mills,-121.43333333333334,41.016666666666666
O16,Garberville,123.81666666666666,40.083333333333336
HUG,Harmony Platform,-120.16666666666667,34.38333333333333
HMT,Hemet,-117.01666666666667,33.733333333333334
AHC,Herlong/Amedee,-120.15,40.266666666666666
KIC,King City,-121.11666666666666,36.233333333333334
1O2,Lakeport,-122.9,38.983333333333334
O26,Lone Pine,-118.05,36.583333333333336
LSN,Los Banos,-120.86666666666666,37.06666666666667
MPI,Mariposa,-120.03333333333333,37.516666666666666
VHW,Monterey,-121.85,36.583333333333336
NWC,Monterey/Fnmoc,-121.86666666666666,36.43333333333333
ZAK,Oakland/Fir,-122.21666666666667,37.733333333333334
UDD,Palm Springs/Dun,-116.26666666666667,33.583333333333336
RIR,Riverside/Flabob,-117.41666666666667,33.983333333333334
2O1,Quincy,-120.95,39.95
SAS,Salton City,-115.98333333333333,33.233333333333334
SZN,Santa Cruz Isl,-119.91666666666667,34.06666666666667
SZP,Santa Paula,-119.06666666666666,34.35
MIT,Shafter,-119.2,35.5
TLR,Tulare,-119.31666666666666,36.15
TNP,Twentynine Palms,-115.95,34.13333333333333
WLW,Willows,-122.21666666666667,39.516666666666666
L22,Yucca Valley,-116.4,34.13333333333333
WNP,Denver/Space Env,-104.86666666666666,39.75
GWS,Glenwood Springs,-107.31666666666666,39.516666666666666
NEC,Golden/Eqr Ctr,-105.2,39.733333333333334
MVI,Monte Vista,-106.05,37.53333333333333
8V7,Springfield Muni,-102.61666666666666,37.46666666666667
4V1,Walsenburg,-104.78333333333333,37.7
LZD,Danielson,-71.9,41.81666666666667
JSD,Stratford,-73.08333333333333,41.25
