ID,Name,lon,lat
MBL,Manistee,-86.25,44.27
ISQ,Manistique,-86.17,45.97
P75,Manistique,-86.23,45.95
RMY,Marshall,-84.95,42.23
TEW,Mason,-84.42,42.57
MNM,Menominee,-87.62,45.12
IKW,Midland Barstow,-84.27,43.67
TTF,Monroe,-83.42,41.93
MOP,Mount Pleasant,-84.73,43.62
P53,Munising Lakesh,-86.65,46.42
MKG,Muskegon,-86.23,43.17
ERY,Newberry,-85.45,46.3
GIJ,Niles Vor,-86.32,41.77
OSC,Oscoda/Wurtsmith,-83.4,44.45
ASP,Oscoda (Vor),-83.4,44.45
RNP,Owosso,-84.13,43.0
PLN,Pellston,-84.8,45.57
PTK,Pontiac,-83.42,42.67
PMM,Pullman Vor,-86.12,42.47
P58,Port Hope,-82.8,44.02
PHN,Port Huron,-82.52,42.92
PZQ,Rogers City,-83.82,45.4
MBS,Saginaw,-84.08,43.53
HYX,Saginaw/Browne,-83.87,43.43
SVM,Salem (Lansing),-83.6,42.42
SSM,Sault Ste Marie,-84.37,46.47
ANJ,Sault Ste Marie,-84.37,46.47
MTC,Selfridge Angb,-82.82,42.62
LWA,South Haven,-86.25,42.35
IRS,Sturgis/Kirsch,-85.43,41.8
HAI,Three Rivers,-85.6,41.97
TVC,Traverse Cit,-85.57,44.73
VLL,Troy/Oakland,-83.18,42.55
Y31,West Branch,-84.18333333333334,44.25
78D,Caro/Tuscola,-83.45,43.47
07G,Charlotte,-84.82,42.57
Y15,Cheboygan,-84.52,45.65
2G5,Detroit/Grosse I,-83.17,42.1
3FM,Fremont,-86.0,43.43
3RN,Grayling Af,-84.73,44.68
55D,Grayling Af,-84.73,44.68
D87,Harbor Springs,-84.92,45.43
3HE,Howell,-83.97,42.62
5G9,Lambertville,-83.65,41.73
Y84,Mackinac Island,-84.63,45.87
MQT,Marquette,-87.57,46.53
5D8,Marshall,-84.95,42.25
09G,Mason,-84.42,42.57
D92,Monroe,-83.43,41.93
5D3,Owosso,-84.13,43.0
ECK,Peck,-82.72,43.25
Y62,Sault Ste Marie,-84.37,46.47
0D1,South Haven,-86.25,42.35
7D2,Troy/Oakland,-83.18,42.55
AIT,Aitkin Ndb,-93.67,46.53
AEL,Albert Lea,-93.37,43.68
AXN,Alexandria,-95.4,45.87
AQP,Appleton Municip,-96.0,45.22
AUM,Austin Muni,-92.92,43.67
BDE,Baudette,-94.62,48.73
BJI,Bemidji,-94.92,47.5
BBB,Benson Muni,-95.65,45.32
FOZ,Bigfork,-93.65,47.77
BRD,Brainerd,-94.13,46.4
CFE,Buffalo Muni,-93.85,45.17
CBG,Cambridge Muni,-93.27,45.57
RYM,Camp Ripley,-94.35,46.083333333333336
CNB,Canby/Myers Fld,-96.27,44.73
MPX,Chanhassen,-93.57,44.85
COQ,Cloquet,-92.5,46.7
CQM,Cook Muni Airpor,-92.68,47.82
CDD,Crane Lake,-92.48,48.27
CKN,Crookston Muni,-96.62,47.85
DTL,Detroit Lakes,-95.87,46.82
TOB,Dodge Center,-92.82,44.02
DYT,Duluth (Sky Harb,-92.03,46.72
DLH,Duluth,-92.2,46.85
Y63,Elbow Lake Muni,-96.0,45.98
ELO,Ely Muni,-91.82,47.82
EVM,Eveleth Muni,-92.5,47.42
FRM,Fairmont Muni,-94.42,43.63
FBL,Faribault Muni,-93.32,44.33
FFM,Fergus Falls,-96.15,46.28
FGN,Flag Island,-94.9,49.32
FSE,Fosston,-95.77,47.58
GYL,Glencoe,-94.08,44.77
GHW,Glenwood,-95.32,45.63
GNA,Grand Marais,-90.35,47.75
GRM,Grand Marais,-90.38,47.83
CKC,Grand Marais/Coo,-90.37,47.83
GPZ,Grand Rapids,-93.52,47.22
GDB,Granite Falls,-95.55,44.75
HCO,Hallock,-96.93,48.75
HIB,Hibbing,-92.83,47.38
04W,Hinckley,-92.9,46.02
HCD,Hutchinson,-94.38,44.87
INL,Interntnl Falls,-93.4,48.57
MJQ,Jackson Muni,-94.97,43.63
21D,Lake Elmo,-92.85,45.0
LJF,Litchfield,-94.52,45.1
LXL,Little Falls,-94.33,45.95
14Y,Long Prairie,-94.87,45.9
XVG,Longville,-94.2,46.98
LYV,Luverne,-96.22,43.62
DXX,Madison,-96.18,44.98
3N8,Mahnomen,-95.93,47.27
MKT,Mankato,-93.92,44.22
MML,Marshall/Ryan,-95.82,44.45
MGG,Maple Lake,-93.98,45.23
HZX,Mcgregor/Iverson,-93.32,46.62
MSP,Minneapolis,-93.23,44.88
ANE,Minneapls/Blaine,-93.22,45.15
MSR,Minneapolis/Rfc,-93.57,44.85
ZMP,Minneapols/Artcc,-93.18,44.63
FCM,Mnpls/Flying Cld,-93.47,44.83
MIC,Mnpls/Crystal,-93.35,45.07
LVN,Mnpls/Airlake,-93.23,44.63
MVE,Montevideo,-95.72,44.97
JKJ,Moorhead Muni,-96.67,46.83
MZH,Moose Lake,-92.8,46.42
JMR,Mora,-93.27,45.88
MOX,Morris Muni,-95.97,45.57
27D,Canby/Myers Fld,-96.27,44.73
ULM,New Ulm Muni,-94.5,44.32
ODI,Nodine Vor,-91.47,43.92
OVL,Olivia,-95.03,44.78
ORB,Orr,-92.87,48.02
VVV,Ortonville,-96.42,45.3
OWA,Owatonna,-93.25,44.12
PKD,Park Rapids,-95.07,46.9
PEX,Paynesville,-94.73,45.37
PWC,Pine River Regio,-94.37,46.72
PQN,Pipestone,-96.32,43.97
FKA,Preston,-92.17,43.68
PNM,Princeton Muni,-93.6,45.57
RGK,Red Wing,-92.48,44.58
RWF,Redwood Fall,-95.08,44.55
RST,Rochester,-92.5,43.9
9MN,St Mary Hospital,-92.48,44.02
ROX,Roseau Muni,-95.7,48.85
ROS,Rush City,-92.95,45.7
D39,Sauk Centre,-94.93,45.7
BFW,Silver Bay,-91.4,47.25
DVP,Slayton,-95.78,43.98
SGS,South St Paul,-93.03,44.87
STC,St. Cloud,-94.05,45.55
JYG,St. James,-94.55,43.98
STP,St. Paul,-93.05,44.93
SYN,Stanton,-93.02,44.47
SAZ,Staples,-94.8,46.37
TVF,Thief River,-96.17,48.07
P61,Tofte (Ramos),-90.82,47.57
TKC,Tracy,-95.62,44.25
TWM,Two Harbors,-91.75,47.03
ADC,Wadena Muni,-95.22,46.45
Y49,Walker,-94.65,47.17
RRT,Warroad,-95.33,48.93
ACQ,Waseca,-93.55,44.07
VWU,Waskish Muni,-94.52,48.15
ETH,Wheaton Ndb,-96.55,45.78
ILL,Willmar/Rice,-95.07,45.12
BDH,Willmar Muni,-95.13,45.12
MWM,Windom Muni Airp,-95.1,43.9
ONA,Winona Muni,-91.7,44.07
OTG,Worthington,-95.57,43.63
85D,Bigfork,-93.65,47.77
8Y2,Buffalo Muni,-93.85,45.17
8Y8,Crane Lake,-92.57,46.27
87D,Dodge Center,-92.82,44.02
D36,Duluth/Sky Hrbr,-92.05,46.72
Y29,Glencoe,-95.92,44.75
1G2,Granite Falls,-95.55,44.75
03Y,Hallock,-96.95,48.77
43F,Litchfield Muni,-94.5,45.1
D33,Longville,-94.2,46.98
D19,Luverne,-96.22,43.62
Y33,Maple Lake,-93.98,45.23
Y12,Lakeville/Mnpls,-93.23,44.63
17Y,Mcgregor/Iverson,-93.32,46.62
19D,Mora Muni,-93.27,45.87
99M,Moorehead,-96.67,46.83
2P3,Paynesville,-94.75,45.37
P39,Pequot Lake,-94.32,46.6
54Y,Rush City,-92.95,45.7
60Y,Slayton,-95.78,43.98
D97,South St Paul,-93.15,44.85
D40,St James Muni,-94.55,43.98
Y68,Tracy,-95.6,44.25
17W,Wadena,-95.2,46.45
D45,Warroad,-95.35,48.93
RAD,Warroad,-95.33,48.93
VER,Boonville,-92.68,38.95
BBG,Branson,-93.2,36.53
FWB,Branson West,-93.4,36.7
BUM,Butler,-94.48,38.27
H21,Camdenton,-92.68,37.97
OZS,Camdenton,-92.68,37.97
EZZ,Cameron,-94.28333333333333,39.733333333333334
CGI,Cape Girardeau,-89.58,37.22
CDJ,Chillicothe,-93.58,39.82
GLY,Clinton,-93.68,38.35
COU,Columbia,-92.22,38.82
FAM,Farmington,-90.42,37.77
TBN,Fort Leonard Woo,-92.12,37.72
GVW,Grandview,-94.57,38.83
HAE,Hannibal,-91.45,39.72
LRY,Harrisonville,-94.35,38.61
JEF,Jefferson City,-92.15,38.6
JLN,Joplin,-94.5,37.15
LBO,Lebanon,-92.65,37.65
AIZ,Kaiser Mem,-92.53,38.1
MCI,Kansas City/Intl,-94.73,39.29
MKC,Kansas City/Dntn,-94.6,39.11
NKA,Kansas City/Com,-94.6,39.11
KCI,Kansas City/Awc,-94.67,39.28
KRF,Kansas City/Rfc,-94.27,38.82
ZKC,Kansas Cit/Artcc,-94.73,38.85
TKX,Kennett,-90.03,36.23
IRK,Kirksville,-92.55,40.1
LXT,Lees Summit Muni,-94.37,38.97
MAW,Malden,-90.0,36.6
MHL,Marshall,-93.2,39.1
EVU,Maryville,-94.92,40.35
MYJ,Mexico,-91.82,39.15
MBY,Moberly,-92.43,39.47
UMN,Monett,-93.9,36.86
HFJ,Monett,-94.02,36.9
GPH,Mosby,-94.32,39.33
EOS,Neosho,-94.4,36.82
NVD,Nevada,-94.3,37.85
K02,Perryville,-89.86666666666666,37.86666666666667
PCD,Perryville,-89.86666666666666,37.86666666666667
PYN,Piedmont,-90.72,37.13
EAX,Pleasant Hill/Kc,-94.27,38.82
POF,Popular Bluff,-90.32,36.77
DMO,Sedalia,-93.17,38.72
SIK,Sikeston,-89.57,36.9
P35,Spickard,-93.72,40.25
SGF,Springfield,-93.38,37.22
LSX,St Charles/88D,-90.68,38.7
SET,St. Charles,-90.43,38.93
STJ,St. Joseph,-94.92,39.77
SUS,St. Louis/Spirit,-90.65,38.65
STL,St. Louis,-90.37,38.75
UUV,Sullivan,-91.17,38.22
VIH,Vichy/Rolla,-91.77,38.13
RAW,Warsaw,-93.35,38.35
RCM,Warrensburg Skyh,-93.8,38.78
FYG,Washington,-91.0,38.58
UNO,West Plains,-91.9,36.88
SZL,Whiteman Afb,-93.53,38.72
P02,Poplar Bluff,-90.47,36.77
3SQ,St. Charles,-90.5,38.85
H63,West Plains,-91.87,36.75
9K4,Warrensburg Skyh,-93.8,38.78
M40,Aberdeen/Amory,-88.48,33.86
HSA,Bay St Louis,-89.45,30.37
01M,Belmont,-88.2,34.5
BIX,Biloxi/Keesler,-88.92,30.42
IGB,Bigbee,-88.5,33.47
1R7,Brookhaven,-90.42,31.6
CKM,Clarksdale,-90.52,34.29
RNV,Cleveland,-90.75,33.77
0R0,Columbia,-89.81666666666666,31.3
CBM,Columbus Afb,-88.45,33.63
GWX,Columbus Afb/88D,-88.33,33.9
CRX,Corinth/R Turner,-88.6,34.92
GTR,Golden/Columbus,-88.57,33.45
GLH,Greenville,-90.98,33.5
GWO,Greenwood,-90.08,33.5
GNF,Grenada,-89.8,33.833333333333336
GPT,Gulfport,-89.08,30.42
HBG,Hattiesburg,-89.25,31.27
IDL,Indianola,-90.68,33.47
HKS,Jackson/Hawkins,-90.22,32.33
JAN,Jackson,-90.08,32.32
DGX,Brandon/Jackson,-89.98,32.28
LUL,Laurel,-89.33,31.47
MBO,Madison,-90.1,32.43
MCB,Mccomb,-90.47,31.18
NMM,Meridian Nas,-88.57,32.53
MEI,Meridian/Key Fld,-88.75,32.33
HEZ,Natchez/Hardy,-91.3,31.62
OLV,Olive Branch,-89.78,34.97
UOX,Oxford,-89.53,34.38
PQL,Pascagoula,-88.53,30.47
PGL,Pascagoula,-88.48,30.4
PMU,Batesville,-89.9,34.37
PIB,Pine Belt Rgnl,-89.32,31.47
JVW,Raymond,-90.42,32.29
SQS,Sidon Vor,-90.28,33.47
STF,Starkville,-88.85,33.43
UTA,Tunica,-90.35,34.68
TUP,Tupelo,-88.77,34.27
5A6,Winona,-89.73,33.47
GRW,Greenwood,-90.08,33.5
M16,Raymond,-90.42,32.29
VKS,Vicksburg,-90.93,32.22
YZO,Yazoo City,-90.37,32.9
MYT,Innovator Oilp,-89.62,28.22
DLP,West Delta 27A,-89.55,29.12
BHK,Baker,-104.25,46.35
EKS,Ennis Big Sky,-111.65,45.27
6S0,Big Timber,-109.98333333333333,45.8
BIL,Billings,-108.55,45.8
BYZ,Billings (Wfo),-108.55,45.8
BZN,Bozeman,-111.17,45.78
8S0,Browning,-113.12,48.6
BTM,Butte,-112.5,45.97
S71,Chinook,-109.25,48.6
M46,Colstrip,-106.72,45.85
CTB,Cut Bank,-112.37,48.6
DLN,Dillon,-112.55,45.25
3DU,Drummond,-113.15,46.67
97M,Ekalaka,-104.53,45.88
88M,Eureka,-115.08,48.97
1S3,Forsyth,-106.62,46.27
GGW,Glasgow,-106.62,48.22
GDV,Glendive,-104.78,47.12
TFX,Great Falls/88D,-111.38,47.47
GTF,Great Falls,-111.38,47.47
6S5,Hamilton/Ravalli,-114.13,46.25
3HT,Harlowton,-109.82,46.42
HVR,Havre,-109.77,48.55
HLN,Helena,-111.98,46.6
JDN,Jordan,-106.95,47.33
FCA,Kalispell,-114.27,48.3
GPI,Kalispell,-114.25,48.32
6S8,Laurel,-108.77,45.7
LWT,Lewistown,-109.47,47.03
S59,Libby,-115.48,48.28
LVM,Livingston,-110.43,45.7
GFA,Malmstrom Afb,-111.17,47.5
M75,Malta,-107.92,48.37
MLS,Miles City,-105.88,46.43
MSX,Missoula Cty/88D,-113.98,47.03
MSO,Missoula,-114.1,46.92
MVH,Grassrange,-108.93,46.83
S34,Plains,-114.9,47.47
PWD,Plentywood,-104.52,48.78
PO1,Poplar,-105.17,48.13
RPX,Roundup,-108.55,46.47
9S2,Scobey,-105.43,48.8
SDY,Sidney Richland,-104.2,47.7
3TH,Thompson Falls,-115.37,47.6
7S1,Twin Bridges,-112.3,45.53
WEY,West Yellowstone,-111.08,44.63
OLF,Wolf Point,-105.58,48.1
WYS,West Yellowstone,-111.12,44.67
BLX,Yellowst/Billing,-108.6,45.85
4BQ,Broadus,-105.4,45.43
HMM,Hamilton/Ravalli,-114.15,46.25
MQM,Monida,-112.32,44.57
1AM,Alpha,-110.8,47.28333333333333
1BM,Bravo,-110.36666666666666,47.28333333333333
1CM,Charlie,-110.16666666666667,47.1
1EM,Echo,-109.41666666666667,47.45
1FM,Foxtrot,-112.31666666666666,47.6
1GM,Golf,-112.1,47.333333333333336
1IM,India,-111.46666666666667,47.31666666666667
1JM,Julie,-111.55,47.75
1KM,Kilo,-109.8,46.45
1LM,Lima,-109.73333333333333,46.7
1MM,Mike,-109.63333333333334,47.016666666666666
1NM,November,-109.03333333333333,47.06666666666667
1OM,Oscar,-108.93333333333334,47.333333333333336
ASJ,Ahoskie/Tri Coun,-77.17,36.28
VUJ,Albemarle Stanly,-80.15,35.42
RHP,Andrews,-83.85,35.18
AFP,Wadesboro/Anson,-80.08,35.02
HBI,Asheboro Muni,-79.9,35.65
AVL,Asheville,-82.53,35.43
MRH,Beaufort,-76.65,34.72
NJM,Bogue/Swansboro,-77.02,34.67
TNB,Boone Watauga Ct,-81.65,36.2
BUY,Burlington,-79.47,36.04
HAT,Cape Hatteras,-75.53,35.27
IGX,Chapel Hill,-79.06,35.93
CLT,Charlotte,-80.95,35.22
NKT,Cherry Point,-76.88,34.9
RAX,Clayton/Rdu 88D,-78.48,35.67
CTZ,Clinton,-78.37,34.97
JQF,Concord Reg Arpt,-80.72,35.38
ONX,Currituck,-76.02,36.4
EXX,Davidson Cty Ap,-80.3,35.78
EDE,Edenton,-76.56,36.02
ECG,Elizabeth City,-76.18,36.27
EYF,Elizabethtown,-78.58,34.6
7W6,Engelhard,-75.95,35.56666666666667
HRJ,Erwin/Harnett Co,-78.73,35.38
FAY,Fayetteville,-78.88,34.97
FBG,Fort Bragg/Simmo,-78.92,35.11
AKH,Gastonia,-81.15,35.2
GSB,Goldsboro/S. J.,-77.97,35.32
GWW,Goldsboro/Wayne,-77.97,35.47
GSO,Greensboro,-79.95,36.1
HSE,Hatteras/Mitchel,-75.62,35.22
HNZ,Henderson/Oxford,-78.53,36.36
HKY,Hickory,-81.38,35.75
HFF,Hoffman/Mackall,-79.5,35.02
OAJ,Jacksonville,-77.62,34.82
GEV,Jefferson,-81.42,36.43
DPL,Kenansville/Dupl,-77.97,35.0
FFA,Kill Devil Hills,-75.67,36.02
ISO,Kinston/Stalling,-77.62,35.32
IPJ,Lincolnton,-81.17,35.47
LHZ,Louisburg/Frankl,-78.33,36.02
LBT,Lumberton,-79.06,34.6
1A5,Macon/Franklin,-83.42,35.22
MQI,Manteo/Dare Co,-75.7,35.92
MEB,Maxton,-79.37,34.78
EQY,Monroe,-80.62,35.02
MHX,Morehead/Newport,-76.87,34.77
MRN,Morganton/Lenoir,-81.62,35.82
MWK,Mount Airy/Surry,-80.55,36.47
EWN,New Bern,-77.05,35.07
NCA,New River Mcas,-77.45,34.72
NBT,Piney Island,-76.47,35.02
PGV,Pitt Greenville,-77.4,35.61
POB,Pope Afb,-79.02,35.17
RDU,Raleigh/Durham,-78.78,35.9
RAH,Raleigh/Wfo,-78.78,35.86
SIF,Reidsville,-79.84,36.43
RZZ,Roanoke Rapids,-77.72,36.43
IXA,Halifax Northamp,-77.63,36.33
RCZ,Rockingham,-79.77,34.88
RWI,Rocky Mount,-77.9,35.85
TDF,Roxboro Person,-78.98,36.28
FQD,Rutherfordton,-81.93,35.42
RUQ,Salisbury Rowan,-80.52,35.65
TTA,Sanford,-79.09,35.58
LTX,Shallotte/Wilm.,-78.43,33.97
EHO,Shelby Muni,-81.59,35.25
5W8,Siler City,-79.5,35.7
SCR,Siler City,-79.5,35.7
SOP,Southern Pines,-79.4,35.22
JNX,Smithfield Johns,-78.38,35.53
SVH,Statesville,-80.95,35.75
2DP,Stumpy Point,-75.9,35.68
SUT,Southport,-78.08,33.93
24A,Sylva,-83.21666666666667,35.31666666666667
ETC,Tarboro,-77.55,35.93
OCW,Washington,-77.05,35.57
CPC,Whiteville,-78.72,34.28
UKF,Wilkesboro,-81.09,36.22
ILM,Wilmington,-77.9,34.27
INT,Winston Salem,-80.22,36.13
6A3,Andrews,-83.85,35.18
W44,Asheboro,-80.09,35.65
9W7,Currituck,-76.02,36.4
44W,Diamond Shores,-75.7,35.15
37W,Erwin/Harnett Co,-78.72,35.36
HSS,Hot Springs,-82.82,35.9
78N,Reidsville,-79.84,36.43
45J,Rockingham,-79.77,34.88
ACZ,Wallace,-78.0,34.72
20U,Beach,-103.98,46.93
BIS,Bismarck,-100.75,46.77
BPP,Bowman Muni,-103.43,46.18
BWW,Bowman,-103.3,46.166666666666664
9D7,Cando,-99.23,48.48
46D,Carrington,-99.15,47.45
2C8,Cavalier,-97.63,48.78
S32,Cooperstown,-98.1,47.42
D50,Crosby,-103.3,48.93
DVL,Devils Lake,-98.92,48.12
P11,Devils Lake,-98.92,48.12
DIK,Dickinson,-102.8,46.8
FAR,Fargo,-96.82,46.93
FGF,Fargo/Grand Fork,-96.8,46.9
N60,Garrison,-101.43,47.65
D57,Glen Ullin,-101.87,46.82
GAF,Grafton,-97.37,48.4
RDR,Grand Forks Afb,-97.4,47.97
GFK,Grand Forks,-97.18,47.95
GWR,Gwinner,-97.65,46.22
5H4,Harvey,-99.93,47.78
HZE,Hazen,-101.58,47.28
HEI,Hettinger,-102.65,46.02
JMS,Jamestown,-98.67,46.93
D55,Langdon/Robertsn,-98.4,48.75
P67,Lidgerwood (Ramo,-97.15,46.1
7L2,Linton,-100.25,46.22
Y19,Mandan,-100.9,46.77
MVX,Mayville/Fargo,-97.33,47.53
MBX,Mchenry Cy/Minot,-100.87,48.4
MIB,Minot Afb,-101.33,48.42
MOT,Minot,-101.27,48.25
2D5,Oakes,-98.08,46.17
06D,Rolla,-99.62,48.88
RUG,Rugby,-100.02,48.38
08D,Stanley,-102.4,48.3
D60,Tioga,-102.9,48.38
BAC,Valley City,-98.02,46.93
96D,Walhalla,-97.9,48.93
S25,Watford City,-103.25,47.8
ISN,Williston,-103.63,48.17
P24,Roseglen,-101.83,47.75
BWP,Wahpeton,-96.62,46.25
ANW,Ainsworth Munici,-100.0,42.57
BVN,Albion Muni,-98.05,41.73
AIA,Alliance,-102.8,42.05
AUH,Aurora,-98.0,40.88
BIE,Beatrice Municip,-96.75,40.28
BTA,Blair Muni,-96.12,41.42
BBW,Broken Bow Muni,-99.63,41.43
CDR,Chadron,-103.1,42.83
OLU,Columbus Muni,-97.32,41.45
FNB,Falls City/Brenn,-95.58,40.07
FET,Fremont Muni Arp,-96.52,41.45
GRN,Gordon,-120.18333333333334,42.81666666666667
GRI,Grand Island,-98.32,40.97
GID,Grand Island/Wfo,-98.32,40.97
HSI,Hastings,-98.43,40.6
HJH,Hebron Muni,-97.58,40.15
HDE,Holdrege/Brewstr,-99.32,40.45
IML,Imperial Municip,-101.62,40.52
EAR,Kearney Muni,-99.0,40.72
IBM,Kimball Muni,-103.68,41.18
LXN,Lexington,-99.77,40.78
LNK,Lincoln,-96.77,40.85
MCK,Mccook,-100.58,40.2
AFK,Nebraska City,-95.85,40.6
OFK,Norfolk,-97.43,41.98
OVN,North Omaha,-96.02,41.37
LBF,North Platte,-100.67,41.12
ONL,O'Neill,-98.67,42.47
GWC,Offutt/Afwa,-95.92,41.12
OFF,Offutt Afb/Belle,-95.92,41.12
OGA,Ogallala,-101.77,41.12
OMA,Omaha/Eppley,-95.9,41.32
OAX,Omaha/Valley/88D,-96.37,41.32
OVR,Omaha Vor,-95.73,41.17
MLE,Omaha/Millard,-96.12,41.2
ODX,Ord/Sharp Field,-98.95,41.62
PWE,Pawnee City,-96.2,40.2
PMV,Plattsmouth Muni,-95.92,40.95
BFF,Scottsbluff,-103.58,41.87
SNY,Sidney,-102.98,41.1
TQE,Tekamah,-96.18,41.77
LNX,Thedford/Lbf/88D,-100.58,41.95
TIF,Thedford/Thomas,-100.57,41.97
VTN,Valentine,-100.55,42.87
AHQ,Wahoo,-96.6,41.23
LCG,Wayne Muni,-96.98,42.25
UEX,Webster Cnty/88D,-98.45,40.32
OBH,Wolbach (Vor),-98.35,41.38
JYR,York,-97.62,40.9
42V,Benkelman-Jones,-101.53,40.04
K46,Blair Muni,-96.12,41.42
BUB,Burwell,-99.15,41.78
CZD,Cozad,-100.0,40.86
MHN,Mullen,-101.07,42.05
CHM,Champion,-101.72,40.38
1BW,Bravo Madis,-104.0,41.516666666666666
1DW,Delta Madis,-103.8,41.36666666666667
1FW,Foxtrot Madis,-103.46666666666667,41.36666666666667
1IW,India Madis,-102.86666666666666,41.05
BML,Berlin,-71.18,44.58
CON,Concord,-71.5,43.2
AFN,Jaffrey,-72.0,42.8
EEN,Keene/Dillant,-72.27,42.88
LCI,Laconia Muni,-71.42,43.57
LEB,Lebanon,-72.3,43.63
MHT,Manchester,-71.43,42.93
MWN,Mount Washington,-71.3,44.27
ASH,Nashua/Boire Fld,-71.52,42.78
ZBW,Nashua/Artcc-Bos,-71.48,42.73
1P1,Plymouth,-71.75,43.78
PSM,Portsmouth/Pease,-70.81,43.07
DAW,Rochester,-70.92,43.28
HIE,Whitefield,-71.55,44.37
8B2,Diamond Lake,-71.31,44.95
NGR,North Groton,-71.87,43.77
6B1,Rochester,-70.92,43.28
TMW,Tamworth,-71.3,43.9
N85,Alexandria,-75.02,40.58
12N,Andover,-74.73,41.02
ACY,Atlantic City,-74.56,39.45
BLM,Belmar/Farmdale,-74.12,40.17
1N7,Blairstown,-75.0,40.97
CDW,Caldwell,-74.28,40.88
CYN,Coyle Vor,-74.43,39.82
17N,Cross Keys,-75.03,39.7
N81,Hammonton,-74.75,39.67
NEL,Lakehurst Nas,-74.33,40.02
N12,Lakewood,-74.18,40.07
N07,Lincoln Park,-74.31,40.95
LDJ,Linden,-74.25,40.61
N14,Lumberton,-74.8,39.93
DIX,Manchester 88D,-74.42,39.95
47N,Manville,-74.59,40.52
MIV,Millville,-75.08,39.36
MMU,Morristown Muni,-74.42,40.78
VAY,Mount Holly,-74.83,39.93
PHI,Mt Holly/Phl/Wfo,-74.81,40.02
EWR,Newark,-74.17,40.68
26N,Ocean City,-74.59,39.27
3N6,Old Bridge,-74.34,40.33
N40,Pittstown,-74.98,40.57
39N,Princeton,-74.67,40.4
N87,Robbinsville,-74.59,40.22
SIE,Sea Isle Vor,-74.8,39.1
SMQ,Somerville,-74.67,40.61
SAX,Sparta Vor,-74.53,41.07
FWN,Sussex,-74.63,41.2
TEB,Teterboro,-74.05,40.86
MJX,Toms River,-74.3,39.93
TTN,Trenton,-74.81,40.28
4N1,West Milford,-74.34,41.13
WWD,Wildwood,-74.92,39.02
OBI,Woodbine Muni,-74.8,39.22
WRI,Wrightst/Mcguire,-74.58,40.02
NBK,New Brunswick,-74.43,40.47
56N,Sandy Hook Cgs,-74.02,40.47
N52,Somerville,-74.67,40.61
N63,Sussex,-74.59,41.2
SJB,Somerville,-74.67,40.61
GUP,Gallup,-108.8,35.52
ALM,Alamogordo White,-105.97,32.82
ABQ,Albuquerque,-106.62,35.04
ABX,Albuquerque/88D,-106.82,35.15
IKR,Kirtland Afb-Abq,-106.6,35.04
ZAB,Albuquerqu/Artcc,-106.57,35.17
AXX,Angel Fire,-105.28,36.42
ATS,Artesia,-104.47,32.85
E80,Belen,-106.83,34.65
BRG,Belen,-106.83333333333333,34.65
CVS,Cannon Afb/Clovi,-103.32,34.36
FDX,Cannon Afb/88D,-103.62,34.63
CNM,Carlsbad,-104.25,32.33
E33,Chama (Awrs),-106.57,36.88
CME,Chisum/Roswell,-104.62,33.33
CIM,Cimarron (Vor),-104.87,36.47
CAO,Clayton,-103.15,36.45
CQC,Clines Corners,-105.67,35.0
CVN,Clovis Muni,-103.07,34.42
4CR,Corona/Lincoln,-105.67,34.1
DMN,Deming,-107.72,32.27
AEG,Double Eagle Ii,-106.8,35.13
FMN,Farmington,-108.23,36.75
RSK,Rattlesnake-Fmn,-108.1,36.75
GNT,Grants,-107.9,35.17
HOB,Hobbs/Lea Co.,-103.22,32.67
HMN,Holloman Afb,-106.08,32.85
LRU,Las Cruces Intl,-106.92,32.27
LVS,Las Vegas,-105.13,35.65
LSB,Lordsburg,-108.7,32.33
FTI,Ft Union/Vegas,-105.13,35.65
LAM,Los Alamos,-106.27,35.86
M63,Mcgregor Range,-106.15,32.04
4MR,Melrose G Range,-103.8,34.29
4MY,Moriarty,-106.0,34.97
0E0,Moriarty,-106.0,34.97
RTN,Raton,-104.5,36.72
ROW,Roswell,-104.5,33.29
SRR,Sierra B/Ruidoso,-105.52,33.47
SAF,Santa Fe,-106.1,35.61
SXU,Santa Rosa,-104.65,34.93333333333333
EPZ,Santa Teresa/88D,-106.7,31.87
5T6,Santa Teresa,-106.7,31.88
DNA,Santa Teresa,-106.7,31.883333333333333
SVC,Silver City,-108.15,32.63
ONM,Socorro,-106.9,34.02
SKX,Taos Muni Apt,-105.67,36.45
4SL,Torreon/Cuba,-107.17,35.78
TCS,Truth Or Conseq.,-107.27,33.22
TCC,Tucumcari,-103.6,35.18
HDX,W Sands/Holloman,-106.12,33.08
2C2,White Sands Test,-106.47,32.36
P70,Clines Corners,-105.57,34.92
E28,White Sands,-106.42,32.93
E23,Taos(Awrs),-105.57,36.42
ZUN,Zuni Pueblo,-108.78,35.08
U31,Austin,-117.07,39.5
TMT,Austin,-117.2,38.46666666666667
B23,Battle Mountain,-116.87,40.6
BAM,Battle Mtn (Vor),-116.92,40.57
BTY,Beatty,-116.73,36.79
BVU,Boulder City,-114.87,35.95
CXP,Carson City,-119.73,39.18
OAL,Coaldale (Vor),-117.77,38.0
DRA,Desert R/Mercury,-116.03,36.61
EKO,Elko,-115.78,40.82
LKN,Elko/Wfo,-115.72,40.86
LRX,Elko/Lander 88D,-116.8,40.72
ELY,Ely,-114.85,39.29
05U,Eureka,-116.0,39.6
P68,Eureka,-116.0,39.6
